丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",RSI 6,RSI 12,BBand width,Band%EMA3
2015/8/10,128,134,124,131.5,133.8,136.9,151.28,154.77,2884,3227,3048,-9.17,-6.6,-2.57,32.10%,27.31%,38.55%,38.22%,48.47%,47.50%
2015/8/11,133.5,137,124,124,131.8,134.9,148.73,154.57,3449,3413,3087,-9.5,-7.18,-2.32,26.43%,27.01%,31.39%,34.47%,49.49%,48.49%
2015/8/12,124,130.5,122.5,130,128.8,134.1,146.38,154.53,3895,3492,3134,-9.57,-7.66,-1.91,30.69%,28.24%,41.78%,39.64%,48.16%,48.33%
2015/8/13,132.5,134.5,129,132,129.1,132.9,143.78,154.43,2072,3011,3006,-9.23,-7.97,-1.26,36.46%,30.98%,45.10%,41.32%,43.41%,45.87%
2015/8/14,133.5,135.5,131.5,135,130.5,132.2,141.5,154.28,1484,2757,2934,-8.67,-8.11,-0.55,44.31%,35.42%,50.22%,43.88%,37.36%,41.61%
2015/8/17,133,133,128,128,129.8,131.8,139.15,154.06,2513,2683,2955,-8.52,-8.19,-0.33,40.20%,37.02%,39.82%,39.49%,31.77%,36.69%
2015/8/18,131.5,140.5,131.5,140.5,133.1,132.45,137.78,154.03,5455,3084,3248,-7.6,-8.08,0.48,60.14%,44.72%,58.32%,49.36%,25.76%,31.23%
2015/8/19,144,149,142,144.5,136,132.4,137.28,154.03,5722,3449,3471,-6.25,-7.71,1.46,68.25%,52.57%,62.71%,52.08%,23.81%,27.52%
2015/8/20,142,145,138.5,140,137.6,133.35,136.45,154,3372,3709,3360,-5.45,-7.26,1.81,67.51%,57.55%,54.89%,48.85%,20.30%,23.91%
2015/8/21,135,136.5,128.5,128.5,136.3,133.4,135.35,153.71,3277,4068,3412,-5.59,-6.92,1.34,52.56%,55.88%,39.71%,41.66%,18.70%,21.31%
2015/8/24,125,126,116,116,133.9,131.85,134.38,153.25,3830,4331,3507,-6.59,-6.86,0.27,35.04%,48.94%,29.18%,35.46%,22.64%,21.97%
2015/8/25,111,121,111,119.5,129.7,131.4,133.15,152.8,3901,4020,3552,-7.36,-6.96,-0.4,30.81%,42.90%,34.97%,38.27%,23.80%,22.88%
2015/8/26,119,123,116.5,120.5,124.9,130.45,132.28,152.29,2848,3446,3447,-7.69,-7.1,-0.59,28.88%,38.22%,36.75%,39.09%,25.08%,23.98%
2015/8/27,124,127.5,123.5,123.5,121.6,129.6,131.25,151.83,3079,3387,3548,-7.51,-7.19,-0.33,30.22%,35.55%,42.40%,41.64%,24.52%,24.25%
2015/8/28,131.5,135.5,130,135.5,123,129.65,130.93,151.61,5100,3752,3910,-6.52,-7.05,0.53,41.64%,37.58%,59.70%,50.66%,23.62%,23.93%
2015/8/31,137,137.5,134.5,137,127.2,130.55,131.18,151.46,2765,3539,3935,-5.48,-6.74,1.26,50.56%,41.91%,61.44%,51.68%,23.91%,23.92%
2015/9/1,136,139,134,137,130.7,130.2,131.33,151.22,1989,3156,3588,-4.58,-6.31,1.73,59.20%,47.67%,61.44%,51.68%,24.13%,24.03%
2015/9/2,132,137,132,136.5,133.9,129.4,130.9,150.99,2062,2999,3222,-3.92,-5.83,1.91,69.82%,55.06%,60.19%,51.26%,22.57%,23.30%
2015/9/3,141,144,138,138,136.8,129.2,131.28,150.78,3414,3066,3227,-3.04,-5.27,2.23,73.82%,61.31%,62.90%,52.52%,22.99%,23.14%
2015/9/4,140,140.5,135,135,136.7,129.85,131.63,150.44,1761,2398,3075,-2.57,-4.73,2.16,73.46%,65.36%,54.07%,49.72%,22.94%,23.04%
2015/9/7,133,136.5,133,136.5,136.6,131.9,131.88,150.05,1038,2053,2796,-2.23,-4.23,2,73.21%,67.98%,57.64%,51.14%,23.12%,23.08%
2015/9/8,137.5,142.5,137,140,137.2,133.95,132.68,149.78,1996,2054,2605,-1.6,-3.7,2.11,75.64%,70.53%,65.21%,54.43%,22.89%,22.99%
2015/9/9,144,145.5,141.5,141.5,138.2,136.05,133.25,149.58,2188,2079,2539,-0.88,-3.14,2.26,75.16%,72.07%,68.13%,55.82%,23.42%,23.20%
2015/9/10,141,146.5,140.5,146,139.8,138.3,133.95,149.49,2360,1869,2467,-0.12,-2.54,2.41,82.29%,75.48%,75.54%,59.83%,24.70%,23.95%
2015/9/11,147,148,144.5,144.5,141.7,139.2,134.43,149.42,2180,1952,2175,0.52,-1.92,2.45,80.90%,77.29%,69.11%,57.92%,25.55%,24.75%
2015/9/14,147,150.5,146,147,143.8,140.2,135.38,149.25,2723,2289,2171,1.2,-1.3,2.5,80.96%,78.51%,73.61%,60.23%,26.20%,25.48%
2015/9/15,149,152,143,145,144.8,141,135.6,149.04,2155,2321,2188,1.61,-0.72,2.32,75.03%,77.35%,64.59%,57.47%,26.70%,26.09%
2015/9/16,147,147.5,141,142,144.9,141.55,135.48,148.74,1640,2212,2146,1.66,-0.24,1.9,65.81%,73.50%,52.92%,53.47%,26.41%,26.25%
2015/9/17,145,146.5,141.5,142,144.1,141.95,135.58,148.38,1901,2120,1994,1.67,0.14,1.53,59.66%,68.89%,52.92%,53.47%,26.57%,26.41%
2015/9/18,144,149.5,142,147,144.6,143.15,136.5,148.1,3594,2403,2178,1.93,0.5,1.43,62.00%,66.59%,67.16%,59.12%,26.90%,26.65%
2015/9/21,145.5,146,143.5,143.5,143.9,143.85,137.88,147.78,1228,2104,2197,1.93,0.78,1.15,50.03%,61.07%,53.55%,54.10%,23.17%,24.91%
2015/9/22,145.5,147,143.5,144.5,143.8,144.3,139.13,147.53,980,1869,2095,1.97,1.02,0.95,44.95%,55.69%,56.57%,55.29%,19.83%,22.37%
2015/9/23,142.5,144,138,138.5,143.1,144,140.03,147.08,1082,1757,1984,1.57,1.13,0.44,31.15%,47.51%,38.55%,47.31%,15.49%,18.93%
2015/9/24,140,143,136,138,142.3,143.2,140.75,146.43,1790,1735,1927,1.16,1.14,0.02,24.94%,39.99%,37.36%,46.70%,11.17%,15.05%
2015/9/25,140,140,136,138.5,140.6,142.6,140.9,145.63,1003,1217,1810,0.78,1.06,-0.28,21.83%,33.94%,39.59%,47.44%,10.73%,12.89%
2015/9/30,136,143,135,142.5,140.4,142.15,141.18,144.9,1479,1267,1685,0.68,0.99,-0.31,31.80%,33.22%,55.02%,53.14%,10.44%,11.67%
2015/10/1,144.5,156,144.5,153.5,142.2,143,142,144.35,5780,2227,2048,1.48,1.08,0.39,50.56%,39.00%,75.59%,64.63%,12.48%,12.07%
2015/10/2,153,156,150.5,152.5,145,144.05,142.8,143.78,2944,2599,2178,2.16,1.3,0.86,61.49%,46.50%,72.00%,63.10%,13.43%,12.75%
2015/10/5,157,161.5,155.5,159.5,149.3,145.8,143.88,143.62,3516,2944,2340,3.17,1.67,1.49,71.81%,54.93%,79.99%,68.76%,16.36%,14.55%
2015/10/6,169.5,173,158,158,153.2,146.9,145.03,143.38,4282,3600,2408,4.14,2.17,1.97,68.05%,59.31%,74.52%,66.38%,17.30%,15.93%
2015/10/7,159,162,157,161,156.9,148.65,146.25,143.13,2308,3766,2516,4.73,2.68,2.05,68.17%,62.26%,78.11%,68.74%,18.74%,17.33%
2015/10/8,160,160,149,152,156.6,149.4,146.85,142.75,3062,3222,2725,4.58,3.06,1.52,60.36%,61.63%,51.82%,55.89%,18.53%,17.93%
2015/10/12,151.5,155,148.5,155,157.1,151.05,147.53,142.38,1822,2998,2799,4.42,3.33,1.09,57.78%,60.35%,57.54%,58.70%,18.73%,18.33%
2015/10/13,154,154.5,152,152.5,155.7,152.5,147.85,141.86,1046,2504,2724,4.21,3.51,0.7,53.87%,58.19%,51.44%,55.49%,18.89%,18.61%
2015/10/14,155,157.5,151,151.5,154.4,153.8,148.2,141.38,1786,2005,2803,3.99,3.61,0.39,44.10%,53.49%,48.94%,54.19%,18.84%,18.73%
2015/10/15,152.5,154.5,150.5,153.5,152.9,154.9,148.53,141.02,1372,1818,2792,3.79,3.64,0.15,36.20%,47.73%,54.26%,56.41%,19.04%,18.88%
2015/10/16,154.5,158,153.5,153.5,153.2,154.9,148.95,140.78,2155,1636,2429,3.72,3.66,0.06,30.94%,42.13%,54.26%,56.41%,19.06%,18.97%
2015/10/19,154.5,157,152,152.5,152.7,154.9,149.48,140.74,1392,1550,2274,3.53,3.63,-0.11,26.07%,36.78%,50.48%,54.83%,18.61%,18.79%
2015/10/20,154,154.5,152.5,153.5,152.9,154.3,150.05,140.69,559,1453,1978,3.34,3.57,-0.24,29.72%,34.43%,54.30%,56.17%,18.08%,18.44%
2015/10/21,151,152,147,148.5,152.3,153.35,150.13,140.66,2255,1547,1776,2.79,3.42,-0.62,23.66%,30.84%,37.10%,48.35%,18.01%,18.22%
2015/10/22,147,147,140.5,146.5,150.9,151.9,150.28,140.84,3413,1955,1886,2.02,3.14,-1.11,27.20%,29.63%,32.21%,45.58%,17.68%,17.95%
2015/10/23,148,149,143.5,144,149,151.1,150.25,140.84,2046,1933,1785,1.4,2.79,-1.39,24.80%,28.02%,26.89%,42.28%,17.74%,17.85%
2015/10/26,146,150,144,150,148.5,150.6,150.83,141.04,2063,2067,1809,1.16,2.46,-1.3,34.63%,30.22%,50.46%,51.48%,16.17%,17.01%
2015/10/27,152,154,149.5,150,147.8,150.35,151.43,141.14,1852,2326,1889,1.15,2.2,-1.05,41.18%,33.88%,50.46%,51.48%,14.13%,15.57%
2015/10/28,150,152,148,150.5,148.2,150.25,152.03,141.28,1251,2125,1836,1.08,1.98,-0.89,46.50%,38.08%,52.31%,52.24%,11.76%,13.66%
2015/10/29,152.5,153,150.5,151,149.1,150,152.45,141.6,1334,1709,1832,1.11,1.8,-0.7,52.21%,42.79%,54.35%,53.03%,10.26%,11.96%
2015/10/30,152,152.5,144,147,149.7,149.35,152.13,141.82,1537,1607,1770,0.81,1.61,-0.79,50.29%,45.29%,38.52%,46.29%,10.72%,11.34%
2015/11/2,147,148,143,147,149.1,148.8,151.85,141.85,1227,1440,1754,0.46,1.38,-0.91,49.57%,46.72%,38.52%,46.29%,11.13%,11.24%
2015/11/3,149.5,153,148.5,150,149.1,148.45,151.38,142.18,2157,1501,1914,0.51,1.2,-0.69,56.51%,49.98%,53.23%,51.76%,10.19%,10.71%
2015/11/4,153.5,157,151.5,157,150.4,149.3,151.33,142.66,4300,2111,2118,0.97,1.16,-0.19,71.00%,56.99%,71.99%,61.70%,9.98%,10.35%
2015/11/5,157.5,159,153,154,151,150.05,150.98,143.03,2356,2315,2012,1.26,1.18,0.08,70.25%,61.41%,59.68%,56.28%,8.30%,9.32%
2015/11/6,153,155,150,150.5,151.7,150.7,150.9,143.48,1270,2262,1935,1.2,1.18,0.01,62.46%,61.76%,48.15%,50.62%,8.28%,8.80%
2015/11/9,150.5,150.5,140.5,141.5,150.6,149.85,150.23,143.67,5217,3060,2250,0.49,1.04,-0.55,43.44%,55.65%,30.17%,39.48%,9.56%,9.18%
2015/11/10,138.5,143.5,137.5,138.5,148.3,148.7,149.53,143.78,2996,3228,2365,-0.38,0.76,-1.14,30.51%,47.27%,26.25%,36.56%,11.66%,10.42%
2015/11/11,138,139.5,131.5,132,143.3,146.85,148.55,143.73,2531,2874,2493,-1.52,0.3,-1.82,20.95%,38.50%,19.62%,31.11%,15.52%,12.97%
2015/11/12,134,137,132.5,137,139.9,145.45,147.73,143.88,2211,2845,2580,-2.23,-0.2,-2.02,20.63%,32.54%,34.82%,38.77%,16.69%,14.83%
2015/11/13,134,137.5,133,136,137,144.35,146.85,143.8,1009,2793,2527,-2.77,-0.72,-2.06,19.21%,28.10%,33.30%,37.85%,17.74%,16.29%
2015/11/16,133.5,136,132,135,135.7,143.15,145.98,143.64,1039,1957,2509,-3.26,-1.23,-2.04,17.05%,24.41%,31.66%,36.90%,18.80%,17.54%
2015/11/17,139,141,138.5,139,135.8,142.05,145.25,143.63,1325,1623,2425,-3.22,-1.62,-1.59,20.46%,23.10%,44.78%,43.14%,18.71%,18.13%
2015/11/18,139.5,144.5,137.5,142,137.8,140.55,144.93,143.85,2306,1578,2226,-2.98,-1.89,-1.08,28.53%,24.91%,52.91%,47.40%,18.73%,18.43%
2015/11/19,145.5,146,142,142,138.8,139.35,144.7,144.28,2251,1586,2216,-2.63,-2.04,-0.59,37.44%,29.09%,52.91%,47.40%,18.81%,18.62%
2015/11/20,143.5,144,141,141,139.8,138.4,144.55,144.64,1392,1663,2228,-2.44,-2.12,-0.31,46.80%,34.99%,49.42%,46.03%,18.96%,18.79%
2015/11/23,142.5,143.5,140.5,141.5,141.1,138.4,144.13,144.99,1353,1725,1841,-2.25,-2.15,-0.1,54.19%,41.39%,51.35%,46.87%,18.77%,18.78%
2015/11/24,142,142.5,135.5,136,140.5,138.15,143.43,145.2,1602,1781,1702,-2.42,-2.2,-0.22,45.65%,42.81%,34.16%,39.52%,19.09%,18.93%
2015/11/25,137,138,135,138,139.7,138.75,142.8,145.24,852,1490,1534,-2.55,-2.27,-0.28,44.72%,43.45%,42.55%,43.06%,18.88%,18.90%
2015/11/26,142,143,139.5,139.5,139.2,139,142.23,145.28,1609,1362,1474,-2.37,-2.29,-0.08,47.67%,44.85%,48.46%,45.67%,18.28%,18.59%
2015/11/27,140.5,141,137,137.5,138.5,139.15,141.75,145.29,813,1246,1454,-2.37,-2.31,-0.06,39.36%,43.02%,41.61%,42.82%,18.29%,18.44%
2015/11/30,137,141,135.5,139.5,138.1,139.6,141.38,145.34,907,1157,1441,-2.29,-2.3,0.01,39.87%,41.97%,50.08%,46.46%,18.06%,18.25%
2015/12/1,139.5,141.5,138.5,139.5,138.8,139.65,140.85,145.37,1401,1116,1449,-2.14,-2.27,0.13,40.22%,41.39%,50.08%,46.46%,17.26%,17.75%
2015/12/2,142,142,136,136,138.4,139.05,139.8,145.38,2394,1425,1457,-2.17,-2.25,0.08,30.52%,37.76%,36.68%,41.02%,14.01%,15.88%
2015/12/3,136,141,135,139.5,138.4,138.8,139.08,145.43,2252,1553,1458,-2.07,-2.21,0.14,37.99%,37.84%,52.07%,47.70%,10.51%,13.20%
2015/12/4,139.5,140.5,137.5,140,138.9,138.7,138.55,145.43,870,1565,1405,-1.91,-2.15,0.24,46.16%,40.61%,53.99%,48.61%,7.42%,10.31%
2015/12/7,142,147.5,140.5,145,140,139.05,138.73,145.49,4762,2336,1746,-1.37,-2,0.63,57.44%,46.22%,68.91%,56.79%,8.26%,9.28%
2015/12/8,146,146.5,141,141,140.3,139.55,138.85,145.41,1991,2454,1785,-1.09,-1.82,0.72,54.29%,48.91%,52.55%,49.86%,8.38%,8.83%
2015/12/9,140.5,141.5,137,138,140.7,139.55,139.15,145.3,1346,2244,1835,-1.16,-1.69,0.52,44.20%,47.34%,43.30%,45.34%,7.07%,7.95%
2015/12/10,138.5,141.5,137,139.5,140.7,139.55,139.28,145.18,809,1956,1755,-1.15,-1.58,0.43,41.46%,45.38%,48.71%,47.92%,6.92%,7.44%
2015/12/11,140,142,136,137,140.1,139.5,139.33,145.04,1293,2040,1803,-1.23,-1.51,0.28,32.98%,41.25%,40.90%,44.13%,6.75%,7.09%
2015/12/14,135,135.5,130,135,138.1,139.05,139.33,144.93,1678,1423,1880,-1.61,-1.53,-0.08,31.51%,38.00%,35.44%,41.29%,6.75%,6.92%
2015/12/15,136,139.5,136,137,137.3,138.8,139.23,144.84,1019,1229,1841,-1.61,-1.55,-0.07,34.34%,36.78%,44.35%,45.14%,6.91%,6.92%
2015/12/16,139,141,136,141,137.9,139.3,139.18,144.74,1544,1269,1756,-1.4,-1.52,0.11,43.84%,39.13%,58.20%,52.02%,6.78%,6.85%
2015/12/17,144,146,143,144,138.8,139.75,139.28,144.75,3450,1797,1876,-0.87,-1.39,0.52,55.90%,44.72%,65.85%,56.49%,7.22%,7.03%
2015/12/18,144,145.5,142,144,140.2,140.15,139.43,144.74,1169,1772,1906,-0.47,-1.2,0.74,65.55%,51.66%,65.85%,56.49%,7.73%,7.38%
2015/12/21,144,149,143,147.5,142.7,140.4,139.73,144.89,2390,1914,1669,0.08,-0.95,1.03,74.40%,59.24%,73.88%,61.47%,9.15%,8.26%
2015/12/22,148.5,149,145,145,144.3,140.8,140.18,145.01,1473,2005,1617,0.45,-0.67,1.12,75.92%,64.80%,61.49%,56.43%,9.34%,8.80%
2015/12/23,147,147,143,143,144.7,141.3,140.43,145.08,905,1877,1573,0.58,-0.42,0.99,73.42%,67.67%,52.96%,52.67%,9.36%,9.08%
2015/12/24,143,144.5,140,140,143.9,141.35,140.45,145.04,843,1356,1576,0.44,-0.25,0.68,66.49%,67.28%,42.38%,47.49%,9.35%,9.21%
2015/12/25,140,143.5,139.5,143.5,143.8,142,140.75,144.88,529,1228,1500,0.44,-0.11,0.54,63.56%,66.04%,54.97%,53.33%,9.30%,9.26%
2015/12/28,145,146.5,144,144.5,143.2,142.95,141,144.74,1046,959,1437,0.62,0.04,0.58,64.17%,65.41%,58.11%,54.90%,9.53%,9.39%
2015/12/29,146,146,143.5,144.5,143.1,143.7,141.25,144.49,689,802,1404,0.73,0.17,0.56,60.32%,63.72%,58.11%,54.90%,9.69%,9.54%
2015/12/30,146,146.5,144.5,145.5,143.6,144.15,141.73,144.28,974,816,1347,0.88,0.32,0.57,61.27%,62.90%,61.93%,56.63%,9.37%,9.45%
2015/12/31,145.5,148,145.5,146,144.8,144.35,142.05,144.03,1360,920,1138,1.06,0.47,0.6,63.65%,63.15%,63.91%,57.52%,9.58%,9.52%
2016/1/4,146.5,154.5,145,148.5,145.8,144.8,142.48,143.98,5106,1835,1532,1.41,0.65,0.76,62.43%,62.91%,72.48%,61.79%,10.22%,9.87%
2016/1/5,149,150,145.5,146,146.1,144.65,142.53,143.83,2895,2205,1582,1.49,0.82,0.67,56.07%,60.63%,56.41%,55.68%,10.34%,10.10%
2016/1/6,150,151,147,148.5,146.9,145,142.9,143.76,3947,2856,1829,1.68,0.99,0.69,57.38%,59.55%,65.57%,59.99%,10.87%,10.49%
2016/1/7,148.5,149.5,142,144.5,146.7,145.15,143.23,143.64,2683,3198,2007,1.52,1.1,0.42,49.36%,56.15%,46.72%,51.28%,10.42%,10.45%
2016/1/8,145,151.5,144,150,147.5,146.15,143.75,143.58,3126,3551,2236,1.68,1.21,0.47,54.24%,55.52%,63.86%,60.00%,10.86%,10.66%
2016/1/11,148.5,152.5,145.5,151,148,146.9,144.45,143.54,2523,3035,2435,1.87,1.35,0.53,60.16%,57.06%,66.23%,61.37%,10.76%,10.71%
2016/1/12,152,158,143.5,145.5,147.9,147,144.98,143.43,6159,3688,2946,1.86,1.45,0.41,47.40%,53.84%,46.22%,50.90%,8.90%,9.80%
2016/1/13,149,150.5,147,149,148,147.45,145.58,143.35,2177,3334,3095,1.88,1.53,0.35,46.18%,51.29%,56.30%,56.10%,7.62%,8.71%
2016/1/14,145,147.5,141,145,148.1,147.4,145.78,143.29,2345,3266,3232,1.54,1.54,0,38.63%,47.07%,44.79%,49.56%,7.06%,7.88%
2016/1/15,147,148,139,140.5,146.2,146.85,145.6,143.19,2018,3044,3298,1.04,1.44,-0.39,28.39%,40.84%,35.10%,43.36%,7.68%,7.78%
2016/1/18,137.5,145,135,145,145,146.5,145.65,143.21,2581,3056,3045,0.69,1.29,-0.6,33.42%,38.37%,48.48%,50.16%,7.62%,7.70%
2016/1/19,145,148.5,143,146,145.1,146.5,145.58,143.14,1865,2197,2942,0.67,1.16,-0.5,38.22%,38.32%,51.16%,51.57%,7.54%,7.62%
2016/1/20,143.5,145,139,139,143.1,145.55,145.28,142.96,1577,2077,2705,0.21,0.97,-0.76,31.28%,35.97%,35.59%,42.41%,8.53%,8.07%
2016/1/21,139,142,137,138,141.7,144.9,145.03,142.75,2498,2108,2687,-0.28,0.72,-1,25.20%,32.38%,33.82%,41.26%,9.52%,8.80%
2016/1/22,142,144,140.5,144,142.4,144.3,145.23,142.63,1885,2081,2563,-0.32,0.51,-0.83,29.84%,31.53%,51.23%,50.07%,8.99%,8.89%
2016/1/25,146,153,145.5,151,143.6,144.3,145.6,142.7,4495,2464,2760,0.21,0.45,-0.24,49.52%,37.53%,64.36%,58.07%,9.53%,9.21%
2016/1/26,150,158.5,150,155,145.4,145.25,146.13,142.83,4652,3021,2609,0.99,0.56,0.43,61.39%,45.48%,69.92%,61.88%,10.99%,10.10%
2016/1/27,158,162,155.5,156,148.8,145.95,146.7,142.93,4120,3530,2804,1.8,0.81,0.99,66.85%,52.60%,71.26%,62.80%,12.36%,11.23%
2016/1/28,157,160.5,157,157.5,152.7,147.2,147.3,142.94,2666,3564,2836,2.48,1.14,1.34,72.34%,59.18%,73.40%,64.22%,13.83%,12.53%
2016/1/29,161,162.5,157.5,159.5,155.8,149.1,147.98,143.03,2893,3765,2923,3.11,1.54,1.58,77.64%,65.34%,76.23%,66.09%,15.49%,14.01%
2016/1/30,161,161.5,155.5,156.5,156.9,150.25,148.38,143.13,1848,3236,2850,3.39,1.91,1.48,77.25%,69.31%,63.98%,60.87%,16.24%,15.13%
2016/2/1,157.5,158,154,155.5,157,151.2,148.85,143.37,1143,2534,2778,3.43,2.21,1.22,75.68%,71.43%,60.11%,59.17%,16.64%,15.88%
2016/2/2,156,158.5,155,157,157.2,153,149.28,143.68,1073,1925,2727,3.52,2.47,1.04,75.46%,72.77%,64.02%,60.95%,17.25%,16.57%
2016/2/3,157,159,156,158.5,157.4,155.05,149.98,144.12,1591,1710,2637,3.63,2.71,0.93,75.79%,73.78%,67.81%,62.73%,17.71%,17.14%
2016/2/15,155.5,159,155.5,157,156.9,156.35,150.33,144.45,1560,1443,2604,3.61,2.89,0.72,69.20%,72.25%,60.21%,59.76%,18.13%,17.63%
2016/2/16,157,168,157,166.5,158.9,157.9,151.1,144.96,4263,1926,2581,4.14,3.14,1,75.89%,73.47%,78.52%,69.68%,20.31%,18.97%
2016/2/17,168,168.5,163,164.5,160.7,158.85,152.05,145.45,2642,2226,2380,4.56,3.42,1.14,74.73%,73.89%,70.34%,65.95%,21.27%,20.12%
2016/2/18,169,169,164,166.5,162.6,159.9,152.93,145.91,2571,2525,2225,4.95,3.73,1.22,77.60%,75.13%,73.64%,67.82%,22.59%,21.36%
2016/2/19,166.5,167,164,166.5,164.2,160.8,154,146.32,1225,2452,2081,5.15,4.01,1.14,79.51%,76.59%,73.64%,67.82%,23.16%,22.26%
2016/2/22,168,168,162,164,165.6,161.25,155.18,146.68,1457,2432,1937,5.13,4.24,0.9,75.23%,76.13%,61.36%,62.68%,22.18%,22.22%
2016/2/23,166,167.5,163,163,164.9,161.9,156.08,147.05,1114,1802,1864,5.03,4.4,0.64,69.20%,73.82%,56.82%,60.67%,21.61%,21.92%
2016/2/24,163,167,161,167,165.4,163.05,157.13,147.48,1432,1560,1893,5,4.52,0.49,74.53%,74.06%,68.14%,65.50%,21.44%,21.68%
2016/2/25,169,169.5,161.5,161.5,164.4,163.5,158.25,147.9,2023,1450,1988,4.77,4.57,0.2,63.97%,70.70%,47.56%,55.32%,18.60%,20.14%
2016/2/26,162.5,163.5,160.5,161.5,163.4,163.8,159.43,148.29,731,1351,1902,4.39,4.53,-0.14,54.65%,65.35%,47.56%,55.32%,14.37%,17.25%
2016/3/1,162,167,161.5,164.5,163.5,164.55,160.45,148.71,1744,1409,1920,4.25,4.47,-0.23,51.25%,60.65%,57.62%,59.41%,11.46%,14.36%
2016/3/2,163.5,165.5,162.5,162.5,163.4,164.15,161.03,149.13,798,1346,1574,4,4.38,-0.38,41.57%,54.29%,49.95%,55.70%,10.11%,12.23%
2016/3/3,163,164.5,157,159,161.8,163.6,161.23,149.45,1364,1332,1446,3.49,4.2,-0.71,33.05%,47.21%,39.05%,49.76%,9.58%,10.91%
2016/3/4,160,161,157.5,159.5,161.4,162.9,161.4,149.78,972,1122,1286,3.01,3.96,-0.95,28.70%,41.04%,41.25%,50.58%,9.16%,10.03%
2016/3/7,160,160.5,153,153,159.7,161.55,161.18,150.07,1938,1363,1357,2.25,3.62,-1.37,19.13%,33.74%,26.39%,41.07%,10.04%,10.04%
2016/3/8,153.5,158.5,153,156.5,158.1,160.8,161.03,150.35,1435,1301,1355,1.72,3.24,-1.52,19.83%,29.10%,40.29%,46.93%,10.34%,10.19%
2016/3/9,156.5,157,154.5,156,156.8,160.1,161,150.62,1000,1342,1344,1.27,2.85,-1.58,19.28%,25.83%,39.02%,46.21%,10.41%,10.30%
2016/3/10,157,157.5,154,154,155.8,158.8,160.93,150.77,889,1247,1289,0.82,2.44,-1.62,15.23%,22.29%,33.92%,43.33%,10.69%,10.49%
2016/3/11,154,158,152.5,157,155.3,158.35,160.93,151.03,1045,1261,1192,0.56,2.06,-1.51,20.50%,21.70%,46.51%,48.58%,10.69%,10.59%
2016/3/14,158,164.5,157.5,162.5,157.2,158.45,161.13,151.44,2948,1463,1413,0.79,1.81,-1.02,39.31%,27.57%,62.31%,56.63%,10.61%,10.60%
2016/3/15,162.5,162.5,158,158.5,157.6,157.85,161.2,151.76,1446,1466,1384,0.78,1.6,-0.82,42.87%,32.67%,49.54%,50.38%,10.46%,10.53%
2016/3/16,159.5,162.5,158.5,162.5,158.9,157.85,161,152.18,1263,1518,1430,0.93,1.47,-0.54,56.36%,40.57%,59.50%,55.71%,10.06%,10.29%
2016/3/17,163.5,164.5,161,163,160.7,158.25,160.93,152.65,1804,1701,1474,1.15,1.41,-0.26,66.74%,49.29%,60.67%,56.35%,9.94%,10.12%
2016/3/18,163,163.5,160,161,161.5,158.4,160.65,153.05,1369,1766,1514,1.19,1.36,-0.17,68.10%,55.56%,53.31%,53.01%,9.43%,9.77%
2016/3/21,162.5,167,161,165.5,162.1,159.65,160.6,153.46,2891,1755,1609,1.47,1.38,0.09,75.29%,62.14%,64.83%,58.98%,9.26%,9.52%
2016/3/22,167,169.5,165,165,163.4,160.5,160.65,153.81,3008,2067,1766,1.79,1.47,0.32,74.70%,66.33%,62.76%,58.09%,9.38%,9.45%
2016/3/23,166,166,162,162,163.3,161.1,160.6,154.11,1064,2027,1773,1.77,1.53,0.24,68.43%,67.03%,51.06%,52.84%,9.32%,9.39%
2016/3/24,161,162.5,158.5,160.5,162.8,161.75,160.28,154.33,927,1852,1777,1.53,1.53,0,53.95%,62.67%,45.92%,50.36%,8.60%,8.99%
2016/3/25,162,163,160,160.5,162.7,162.1,160.23,154.58,348,1648,1707,1.37,1.49,-0.13,43.21%,56.18%,45.92%,50.36%,8.57%,8.78%
2016/3/28,162,165.5,160.5,164.5,162.5,162.3,160.38,154.94,962,1262,1508,1.44,1.48,-0.04,46.99%,53.12%,60.99%,56.80%,8.85%,8.82%
2016/3/29,164,167,160,160,161.5,162.45,160.15,155.28,1408,942,1504,1.33,1.45,-0.13,35.87%,47.37%,44.32%,49.00%,8.54%,8.68%
2016/3/30,162,164.5,160.5,163,161.7,162.5,160.18,155.6,677,864,1446,1.3,1.42,-0.12,37.55%,44.10%,54.31%,53.63%,8.59%,8.63%
2016/3/31,165,171,164.5,171,163.8,163.3,160.78,156.04,4419,1563,1707,1.79,1.5,0.3,58.37%,48.85%,70.98%,63.32%,10.34%,9.49%
2016/4/1,171,181.5,169,177,167.1,164.9,161.65,156.58,5868,2667,2157,2.7,1.74,0.96,65.72%,54.48%,78.15%,68.67%,13.46%,11.47%
2016/4/6,190,194.5,190,194.5,173.1,167.8,163.73,157.4,5950,3664,2463,4.75,2.34,2.41,77.15%,62.03%,88.29%,78.61%,21.23%,16.35%
2016/4/7,195,201,186,188,178.7,170.1,165.3,158.1,9356,5254,3098,6.1,3.09,3.01,74.57%,66.21%,73.16%,69.66%,24.18%,20.26%
