丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)"
2012/5/30,7331.64,7331.64,7222.88,7261.8,7187.32,7205.94,7343.61,7650.73,948.12,710.65,706.45,-113.52,-120.06,6.54,51.37%,32.68%
2012/5/31,7184.91,7301.5,7132.8,7301.5,7222.64,7200.42,7325.71,7640.12,977.86,774.97,725.81,-104.5,-116.95,12.45,62.25%,42.54%
2012/6/1,7213.69,7218.75,7106.09,7106.09,7229.54,7195.91,7295.97,7626.84,800.29,823.8,721.09,-106.21,-114.8,8.59,47.98%,44.35%
2012/6/4,6907.13,6937.33,6857.35,6894.66,7181.27,7166.15,7263.79,7608.68,779.14,888.38,745.09,-125.35,-116.91,-8.44,34.51%,41.07%
2012/6/5,6988.52,7037.57,6967.31,7000.45,7112.9,7138.71,7236.53,7591.75,630.41,827.16,741.71,-130.51,-119.63,-10.88,32.69%,38.28%
2012/6/6,7037.92,7076.28,7004.4,7056.15,7071.77,7129.55,7215.55,7577.23,661.5,769.84,740.25,-129.33,-121.57,-7.76,35.25%,37.27%
2012/6/7,7133.78,7139.16,7052.36,7080.31,7027.53,7125.09,7195.37,7561.37,662.04,706.68,740.82,-123.76,-122.01,-1.75,38.59%,37.71%
2012/6/8,7033.51,7063.08,6979.82,6999.65,7006.24,7117.89,7175.28,7542.61,516.42,649.9,736.85,-124.16,-122.44,-1.72,35.36%,36.93%
2012/6/11,7081.72,7137.98,7081.72,7120.23,7051.36,7116.31,7162.43,7525.92,662.07,626.49,757.43,-114.73,-120.9,6.17,42.05%,38.63%
2012/6/12,7036.44,7076.37,7026.27,7072.08,7065.68,7089.29,7146.26,7509.54,477.99,596,711.58,-110.28,-118.77,8.49,44.15%,40.47%
2012/6/13,7103.2,7109.34,7059.85,7088.83,7072.22,7072,7138.97,7493.62,516.84,567.07,668.46,-103.55,-115.73,12.18,50.78%,43.91%
2012/6/14,7096.86,7114.07,7070.36,7075.1,7071.18,7049.36,7124.89,7478.66,506.57,535.98,621.33,-97.34,-112.05,14.71,59.61%,49.14%
2012/6/15,7094,7166.08,7085.92,7155.83,7102.41,7054.33,7125.12,7464.9,972.62,627.22,638.56,-86.79,-107,20.21,71.35%,56.55%
2012/6/18,7263.81,7302.82,7262.8,7281.5,7134.67,7093.01,7129.58,7451.92,845.98,664,645.24,-66.28,-98.86,32.58,78.70%,63.93%
2012/6/19,7286.54,7288.98,7239.42,7273.13,7174.88,7120.28,7129.49,7438.53,590.76,686.56,641.28,-50.52,-89.19,38.66,82.74%,70.20%
2012/6/20,7309.23,7334.63,7281.74,7334.63,7224.04,7148.13,7138.84,7427.98,769.01,736.99,652.03,-33.4,-78.03,44.63,88.49%,76.30%
2012/6/21,7301.79,7311.39,7259.11,7279.05,7264.83,7168,7146.55,7415.47,627.54,761.18,648.58,-22.73,-66.97,44.24,86.32%,79.64%
2012/6/22,7210.8,7229.73,7185.31,7222.05,7278.07,7190.24,7154.07,7401.87,573.04,681.27,654.24,-19.49,-57.47,37.99,78.71%,79.33%
2012/6/25,7222.61,7222.61,7157.9,7166.38,7255.05,7194.86,7155.59,7390.1,571.33,626.34,645.17,-19.64,-49.91,30.27,65.40%,74.68%
2012/6/26,7145.22,7156.99,7117.17,7137.93,7228.01,7201.44,7145.37,7376.85,647.94,637.77,662.16,-22.78,-44.48,21.7,52.12%,67.16%
2012/6/27,7137.99,7199.32,7127.98,7183.01,7197.68,7210.86,7141.43,7365.52,577.28,599.43,668.21,-22.13,-40.01,17.88,47.76%,60.70%
2012/6/28,7230.47,7236.71,7165.34,7169.61,7175.8,7220.31,7134.83,7355.67,618.34,597.59,679.38,-20.41,-36.09,15.68,39.88%,53.76%
2012/6/29,7183.45,7296.28,7177.59,7296.28,7190.64,7234.36,7144.34,7349.94,667.14,616.41,648.84,-12.35,-31.34,19,54.04%,53.85%
2012/7/2,7332.09,7359.99,7318.22,7345.16,7226.4,7240.72,7166.87,7343.92,763.33,654.81,640.57,0.14,-25.05,25.18,67.32%,58.34%
2012/7/3,7363.37,7431.7,7357.67,7418.36,7282.48,7255.25,7187.76,7340.88,796.86,684.59,661.18,15.05,-17.03,32.08,76.80%,64.50%
2012/7/4,7414.56,7442.55,7397.8,7422.59,7330.4,7264.04,7206.09,7337.24,852,739.54,669.48,27.75,-8.07,35.82,82.49%,70.49%
2012/7/5,7412.55,7426.62,7376.45,7387.78,7374.03,7274.92,7221.46,7332.76,769.89,769.85,683.72,35.25,0.59,34.66,82.72%,74.57%
2012/7/6,7392.78,7406.62,7328.03,7368.59,7388.5,7289.57,7239.91,7327.86,737.36,783.89,700.15,38.6,8.19,30.4,80.90%,76.68%
2012/7/9,7301.72,7333.28,7293.11,7309.96,7381.46,7303.93,7249.39,7319.89,607.87,752.8,703.8,36.28,13.81,22.47,73.22%,75.52%
2012/7/10,7305.76,7328.75,7228.88,7251.35,7348.05,7315.27,7258.36,7311.91,755.58,744.54,714.57,30.35,17.12,13.23,59.15%,70.07%
2012/7/11,7207.08,7261.59,7202.38,7257.91,7315.12,7322.76,7266.81,7306.44,644.07,702.95,721.24,23.74,18.44,5.3,49.54%,63.23%
2012/7/12,7240.88,7242.78,7130.93,7130.93,7263.75,7318.89,7269.6,7298.54,724.19,693.81,731.83,11.43,17.04,-5.61,33.03%,53.16%
2012/7/13,7113.14,7153.85,7103.71,7104.27,7210.88,7299.69,7267.02,7289.9,642.38,674.82,729.35,-1.72,13.29,-15.01,22.07%,42.80%
2012/7/16,7135.94,7147.38,7085.38,7090.04,7166.9,7274.18,7257.45,7282.95,578.74,668.99,710.89,-13.07,8.02,-21.09,15.15%,33.58%
2012/7/17,7056.8,7133.05,7051.76,7127,7142.03,7245.04,7250.14,7277.05,699.91,657.86,701.2,-21.29,2.16,-23.45,16.79%,27.98%
2012/7/18,7132.65,7132.65,7046.09,7049.05,7100.26,7207.69,7235.87,7269.55,563.22,641.69,672.32,-30.72,-4.42,-26.3,11.47%,22.48%
2012/7/19,7109.33,7163.75,7098.18,7148.57,7103.79,7183.77,7229.34,7262.64,617.29,620.31,657.06,-32.13,-9.96,-22.17,19.54%,21.50%
2012/7/20,7136.48,7164.68,7130.71,7164.68,7115.87,7163.38,7226.47,7256.7,470.46,585.92,630.37,-31.56,-14.28,-17.28,27.01%,23.34%
2012/7/23,7105.99,7105.99,6996.18,7028.73,7103.61,7135.25,7219.59,7249.17,539.62,578.1,623.55,-40.03,-19.43,-20.6,22.10%,22.92%
2012/7/24,7004.44,7015.76,6968.78,7008.35,7079.88,7110.95,7213.11,7240.95,545.59,547.24,602.55,-49.37,-25.42,-23.95,19.54%,21.80%
2012/7/25,6932.12,7036.95,6922.73,6979.13,7065.89,7083.08,7202.92,7229.32,685.88,571.77,606.73,-57.78,-31.89,-25.89,20.80%,21.46%
2012/7/26,7012.94,7023.98,6963.57,6970.69,7030.32,7067.05,7192.97,7217.84,611.33,570.58,595.44,-63.5,-38.21,-25.28,20.47%,21.13%
2012/7/27,7060.43,7124.49,7045.31,7124.49,7022.28,7069.07,7184.38,7208.23,763.96,629.28,607.6,-57.48,-42.07,-15.42,41.45%,27.90%
2012/7/30,7159.21,7184.31,7146.07,7158.88,7048.31,7075.96,7175.07,7201.91,665.9,654.53,616.32,-47.54,-43.16,-4.38,57.72%,37.84%
2012/7/31,7140.53,7270.49,7140.53,7270.49,7100.74,7090.31,7167.67,7197.32,834.45,712.3,629.77,-33.15,-41.16,8.01,71.82%,49.17%
2012/8/1,7242.58,7273.62,7223.17,7267.96,7158.5,7112.2,7159.94,7193.86,918.41,758.81,665.29,-19.89,-36.91,17.02,80.67%,59.67%
2012/8/3,7220.51,7235.63,7186.78,7217.51,7207.87,7119.09,7151.43,7189.42,813.16,799.18,684.88,-12.77,-32.08,19.31,81.78%,67.04%
2012/8/6,7311.74,7340.56,7276.6,7286.33,7240.23,7131.26,7147.32,7187.5,829.55,812.29,720.78,-0.41,-25.74,25.33,83.53%,72.54%
2012/8/7,7289.89,7300.99,7265.96,7295.46,7267.55,7157.93,7146.59,7186.14,704.07,819.93,737.23,8.63,-18.87,27.5,85.42%,76.83%
2012/8/8,7331.59,7357.42,7302.9,7319.8,7277.41,7189.07,7150.01,7184.88,956.06,844.25,778.28,18.46,-11.4,29.86,87.10%,80.25%
2012/8/9,7341.87,7435,7341.87,7433.7,7310.56,7234.53,7158.8,7188.19,1101.07,880.78,819.8,32.81,-2.56,35.37,91.29%,83.93%
2012/8/10,7443.36,7458.23,7409.43,7441.12,7355.28,7281.57,7174.31,7189.6,958.53,909.86,854.52,45.79,7.11,38.68,92.40%,86.75%
2012/8/13,7495.81,7495.81,7423.84,7436.3,7385.28,7312.76,7190.91,7194.35,742.29,892.4,852.35,56.28,16.94,39.34,89.35%,87.62%
2012/8/14,7447.03,7520.65,7447.03,7479.25,7422.03,7344.79,7210.37,7199.14,815.05,914.6,867.26,66.53,26.86,39.67,88.76%,88.00%
2012/8/15,7489.81,7489.81,7442.72,7467.74,7451.62,7364.52,7227.41,7202.35,749.81,873.35,858.8,72.64,36.01,36.62,87.23%,87.74%
2012/8/16,7475.68,7515.02,7456.4,7490.21,7462.92,7386.74,7249.47,7208.06,794.75,812.09,846.43,78.27,44.47,33.8,87.50%,87.66%
2012/8/17,7502.85,7516.71,7467.92,7467.92,7468.28,7411.78,7265.44,7213.77,785.97,777.57,843.72,81.16,51.81,29.36,84.77%,86.70%
2012/8/20,7482.05,7485.16,7422.44,7431.91,7467.41,7426.34,7278.8,7219.78,600.87,749.29,820.85,79.54,57.35,22.18,76.26%,83.22%
2012/8/21,7459.5,7536.32,7459.5,7506.81,7472.92,7447.48,7302.7,7225.96,786.9,743.66,829.13,82.1,62.3,19.8,79.11%,81.85%
2012/8/22,7495.87,7501.26,7461.07,7496.58,7478.69,7465.15,7327.11,7228.53,630.66,719.83,796.59,82.1,66.26,15.84,75.64%,79.78%
2012/8/23,7486.58,7519.03,7475.09,7505.17,7481.68,7472.3,7353.42,7232.59,687.75,698.43,755.26,82.14,69.44,12.7,74.64%,78.07%
2012/8/24,7479.57,7494.36,7454.85,7477.53,7483.6,7475.94,7378.76,7235.52,788.18,698.87,738.22,79.23,71.39,7.84,65.89%,74.01%
2012/8/27,7504.45,7523.54,7457.75,7468.22,7490.86,7479.13,7395.94,7241.56,659.18,710.53,729.91,76.32,72.38,3.94,57.32%,68.45%
2012/8/28,7440.56,7445.08,7359.83,7361.94,7461.89,7467.4,7406.1,7249.34,736.45,700.44,722.05,65.42,70.99,-5.57,38.61%,58.50%
2012/8/29,7379.48,7405.3,7368.4,7391.15,7440.8,7459.74,7412.13,7255.86,641.73,702.66,711.24,56.67,68.12,-11.45,31.66%,49.55%
2012/8/30,7372.06,7404.94,7360.1,7371.44,7414.06,7447.87,7417.3,7261.11,744.06,713.92,706.17,48.21,64.14,-15.93,23.30%,40.80%
2012/8/31,7363.25,7406.52,7363.25,7397.06,7397.96,7440.78,7426.28,7266.39,626.43,681.57,690.22,42.15,59.74,-17.59,22.56%,34.72%
2012/9/3,7430.4,7462.15,7389.68,7450.53,7394.42,7442.64,7434.49,7273.9,776.47,705.03,707.78,40.69,55.93,-15.24,33.51%,34.32%
2012/9/4,7471.31,7479.01,7440.03,7451.35,7412.31,7437.1,7442.29,7279.42,719.23,701.58,701.01,40.46,52.84,-12.38,40.97%,36.54%
2012/9/5,7429.93,7429.93,7364.68,7367.44,7407.56,7424.18,7444.67,7284.35,790.21,731.28,716.97,33.99,49.07,-15.08,28.87%,33.98%
2012/9/6,7383.04,7390.76,7313.56,7326.72,7398.62,7406.34,7439.32,7288.31,761.99,734.87,724.39,25.1,44.28,-19.17,21.33%,29.76%
2012/9/7,7434.43,7446.1,7409.88,7424.91,7404.19,7401.08,7438.51,7294.14,874.44,784.47,733.02,24.8,40.38,-15.58,36.66%,32.06%
2012/9/10,7435.34,7482.74,7435.34,7482.74,7410.63,7402.53,7440.83,7299.59,843.43,797.86,751.44,27.82,37.87,-10.05,57.77%,40.63%
2012/9/11,7497.23,7509.16,7468.18,7485.13,7417.39,7414.85,7441.13,7302.98,673.05,788.63,745.1,31.15,36.52,-5.37,67.75%,49.67%
2012/9/12,7518.68,7571.42,7515.04,7570.45,7457.99,7432.78,7446.26,7307.94,1051.01,840.78,786.03,38.98,37.02,1.97,78.38%,59.24%
2012/9/13,7577.16,7594.76,7557.28,7578.8,7508.41,7453.51,7450.69,7312.01,828.4,854.07,794.47,46.32,38.88,7.44,83.69%,67.39%
2012/9/14,7660.38,7738.05,7660.38,7738.05,7571.03,7487.61,7464.2,7319.66,1348,948.78,866.62,62.8,43.66,19.14,89.13%,74.64%
2012/9/17,7768.45,7778.06,7725.9,7762.22,7626.93,7518.78,7480.71,7328.66,1168.94,1013.88,905.87,78.07,50.54,27.52,91.62%,80.30%
2012/9/18,7740.57,7757.04,7714.43,7734.26,7676.76,7547.07,7492.08,7338.13,948.4,1068.95,928.79,87.38,57.91,29.47,91.27%,83.95%
2012/9/19,7739.52,7781.91,7726.35,7781.91,7719.05,7588.52,7506.35,7348.86,1012.51,1061.25,951.02,96.31,65.59,30.72,94.18%,87.36%
2012/9/20,7781.81,7785.47,7704.61,7727.55,7748.8,7628.6,7517.47,7357.93,812.34,1058.04,956.05,99.68,72.41,27.27,90.60%,88.44%
2012/9/21,7763.29,7765.01,7737.03,7754.59,7752.11,7661.57,7531.32,7367.68,838.54,956.15,952.46,102.5,78.42,24.07,90.49%,89.13%
2012/9/24,7760.33,7781.55,7706.95,7768.3,7753.32,7690.13,7546.33,7375.55,745.49,871.45,942.67,103.82,83.5,20.31,91.55%,89.93%
2012/9/25,7766.44,7789.39,7720.44,7734.13,7753.3,7715.03,7564.94,7382.03,781.93,838.16,953.55,102.73,87.35,15.38,86.43%,88.76%
2012/9/26,7702.77,7708.9,7649.5,7669.63,7730.84,7724.94,7578.86,7386.22,852.79,806.22,933.73,95.11,88.9,6.21,62.41%,79.98%
2012/9/27,7665.89,7699.23,7658.51,7683.8,7722.09,7735.44,7594.48,7390.58,784.04,800.56,929.3,88.62,88.84,-0.23,49.78%,69.91%
2012/9/28,7704.23,7721.29,7665.35,7715.16,7714.2,7733.16,7610.38,7396.03,883.14,809.48,882.81,84.34,87.94,-3.6,48.83%,62.89%
2012/10/1,7702.12,7707.89,7657.88,7675.72,7695.69,7724.51,7621.64,7401.15,566.86,773.75,822.6,78.04,85.96,-7.92,38.80%,54.86%
2012/10/2,7703.1,7726.61,7683.03,7718.68,7692.6,7722.95,7635.01,7407.96,645.78,746.52,792.34,74.81,83.73,-8.93,42.35%,50.69%
2012/10/3,7727.48,7727.53,7680.98,7684.63,7695.6,7713.22,7650.87,7415.18,586.94,693.35,749.78,70.04,80.99,-10.96,36.61%,46.00%
2012/10/4,7678.48,7689.08,7621.38,7682.34,7695.31,7708.7,7668.65,7422.26,689.23,674.39,737.47,63.46,77.49,-14.03,36.50%,42.83%
2012/10/5,7694.05,7721.93,7675.48,7690.65,7690.4,7702.3,7681.94,7431.59,730.19,643.8,726.64,59.64,73.92,-14.27,38.08%,41.25%
2012/10/8,7707.97,7707.97,7612.87,7615.89,7678.44,7687.06,7688.59,7440.11,647.7,659.97,716.86,51.47,69.43,-17.96,26.26%,36.25%
2012/10/9,7593.58,7631.96,7590.75,7592.01,7653.1,7672.85,7693.94,7448.48,815.87,693.99,720.25,41.57,63.86,-22.29,17.81%,30.11%
2012/10/11,7494.58,7501.22,7448.06,7451.72,7606.52,7651.06,7688,7453.89,829.14,742.43,717.89,22.28,55.54,-33.26,12.31%,24.17%
2012/10/12,7456.51,7478.51,7398.8,7437.04,7557.46,7626.38,7680.91,7460.36,672.05,738.99,706.69,4.9,45.41,-40.51,12.09%,20.15%
2012/10/15,7433.22,7433.68,7392.61,7418.9,7503.11,7596.76,7664.96,7464.86,491.45,691.24,667.52,-10.51,34.23,-44.74,10.67%,16.99%
2012/10/16,7437.79,7471.02,7437.79,7471.02,7474.14,7576.29,7650.4,7469.97,604.14,682.53,671.25,-18.74,23.63,-42.38,14.92%,16.30%
2012/10/17,7505.41,7518.36,7450.29,7464.4,7448.62,7550.86,7636.9,7477.23,683.48,656.05,675.02,-24.05,14.1,-38.15,17.21%,16.60%
2012/10/18,7474.07,7495.45,7448.06,7465.41,7451.35,7528.94,7621.08,7484.85,537.22,597.67,670.05,-28.39,5.6,-33.99,18.84%,17.35%
2012/10/19,7443.61,7449.22,7402.66,7408.76,7445.7,7501.58,7605.14,7492.01,631.06,589.47,664.23,-35.56,-2.63,-32.93,14.27%,16.32%
2012/10/22,7333.24,7373.04,7310.79,7373.04,7436.53,7469.82,7586.06,7498.71,501.97,591.57,641.41,-45.55,-11.22,-34.33,15.97%,16.21%
2012/10/23,7367.46,7375.5,7326.39,7337.48,7409.82,7441.98,7564.52,7502.26,467.35,564.22,623.37,-53.91,-19.75,-34.16,14.94%,15.78%
2012/10/24,7288.14,7348.45,7274.88,7314.88,7379.91,7414.27,7543.56,7504.86,587.46,545.01,600.53,-62.32,-28.27,-34.05,15.43%,15.67%
2012/10/25,7329.5,7339.21,7260,7262.08,7339.25,7395.3,7523.18,7504.72,632.32,564.03,580.85,-70.78,-36.77,-34.01,10.56%,13.96%
2012/10/26,7291.98,7298.48,7132.77,7134.06,7284.31,7365,7495.69,7502.49,905.15,618.85,604.16,-85.06,-46.43,-38.63,7.15%,11.69%
2012/10/29,7147.2,7165.1,7091.19,7091.67,7228.03,7332.28,7464.52,7500.39,715.83,661.62,626.6,-100.46,-57.23,-43.22,4.80%,9.40%
2012/10/30,7131.15,7206.35,7131.15,7182.59,7197.06,7303.44,7439.86,7498.67,690.96,706.34,635.28,-106.13,-67.01,-39.12,10.74%,9.84%
2012/10/31,7220.02,7222.84,7139.17,7166.05,7167.29,7273.6,7412.23,7496.51,726.15,734.08,639.55,-109.54,-75.52,-34.02,14.13%,11.27%
2012/11/1,7141.97,7188.23,7050.05,7179.64,7150.8,7245.03,7386.98,7494.17,741.23,755.86,659.95,-112.88,-82.99,-29.89,22.69%,15.08%
2012/11/2,7232.2,7235.13,7199.57,7210.47,7166.08,7225.2,7363.39,7490.45,770.33,728.9,673.87,-109.07,-88.21,-20.86,31.56%,20.57%
2012/11/5,7200.77,7216.3,7161.7,7185.36,7184.82,7206.43,7338.12,7486.19,527.62,691.26,676.44,-106.98,-91.96,-15.01,36.15%,25.77%
2012/11/6,7223.02,7236.68,7165.58,7236.68,7195.64,7196.35,7319.16,7482.86,584.23,669.91,688.13,-101.58,-93.89,-7.7,45.62%,32.38%
2012/11/7,7249.75,7287.18,7220.04,7287.18,7219.87,7193.58,7303.92,7479.66,722.18,669.12,701.6,-92.09,-93.53,1.43,62.23%,42.33%
2012/11/8,7229,7242.63,7190.99,7242.63,7232.46,7191.63,7293.47,7475.91,698.87,660.65,708.26,-86.85,-92.19,5.34,68.56%,51.07%
2012/11/9,7206.16,7302.27,7170.29,7293.22,7249.01,7207.55,7286.28,7472.63,847.84,676.15,702.52,-78.96,-89.55,10.58,77.84%,60.00%
2012/11/12,7303.93,7307.59,7264.02,7267.75,7265.49,7225.16,7278.72,7469.29,603.61,691.35,691.3,-70.92,-85.82,14.9,80.07%,66.69%
2012/11/13,7262.65,7262.65,7129.87,7136.05,7245.37,7220.5,7261.97,7464.36,746.85,723.87,696.89,-72.64,-83.18,10.55,64.51%,65.96%
2012/11/14,7141.58,7165.86,7107.78,7159.75,7219.88,7219.87,7246.74,7458.58,614.17,702.27,685.69,-74.58,-81.46,6.88,51.68%,61.20%
2012/11/15,7132.02,7158.74,7066.28,7143.84,7200.12,7216.29,7230.66,7452.7,583.85,679.26,669.95,-76.86,-80.54,3.69,45.17%,55.86%
2012/11/16,7125.24,7194.28,7108.84,7130.07,7167.49,7208.25,7216.72,7446.44,680.91,645.88,661.01,-76.76,-79.79,3.03,38.92%,50.21%
2012/11/19,7134.71,7162.12,7125.21,7129.04,7139.75,7202.62,7204.52,7440.64,549.09,634.97,663.16,-76.16,-79.06,2.9,34.62%,45.01%
2012/11/20,7179.1,7189.1,7141.16,7145.77,7141.69,7193.53,7194.94,7435.26,515.86,588.78,656.32,-73.3,-77.91,4.61,34.06%,41.36%
2012/11/21,7150.24,7169.4,7061.87,7088.49,7127.44,7173.66,7183.62,7430.7,561.53,578.25,640.26,-74.48,-77.22,2.74,26.32%,36.35%
2012/11/22,7116.8,7134.78,7097.38,7105.76,7119.83,7159.97,7175.8,7425.95,468.23,555.12,617.19,-73.85,-76.55,2.7,23.50%,32.06%
2012/11/23,7148.97,7326.01,7148.97,7326.01,7159.01,7163.25,7185.4,7425.19,849.54,588.85,617.36,-58.89,-73.02,14.13,49.00%,37.71%
2012/11/26,7372.38,7407.37,7370.28,7407.37,7214.68,7177.22,7201.19,7425.36,869.56,652.94,643.96,-37.22,-65.86,28.64,66.00%,47.14%
2012/11/27,7408.74,7436.78,7384.97,7430.2,7271.57,7206.63,7213.57,7425.02,720.97,693.96,641.37,-18.02,-56.29,38.27,76.75%,57.01%
2012/11/28,7418.42,7434.93,7385.91,7434.93,7340.85,7234.15,7227.01,7424.75,714.65,724.59,651.42,-2.61,-45.55,42.95,84.33%,66.12%
2012/11/29,7468.93,7521.52,7466.49,7503.55,7420.41,7270.12,7243.21,7427.02,1013.88,833.72,694.42,15.57,-33.33,48.9,88.25%,73.50%
2012/11/30,7519.07,7590.69,7515.15,7580.17,7471.24,7315.13,7261.69,7431.24,1249.82,913.78,751.31,35.04,-19.65,54.7,91.51%,79.50%
2012/12/3,7582.65,7628.29,7562.19,7599.91,7509.75,7362.22,7282.42,7434.16,826.5,905.16,779.05,52.37,-5.25,57.62,92.67%,83.89%
2012/12/4,7572.11,7600.98,7536.66,7600.98,7543.91,7407.74,7300.63,7436.13,911.16,943.2,818.58,64.34,8.67,55.67,93.40%,87.06%
2012/12/5,7575.63,7650.12,7567.46,7649.05,7586.73,7463.79,7318.73,7438.86,1022.71,1004.81,864.7,76.5,22.23,54.26,95.53%,89.88%
2012/12/6,7660.97,7673.62,7616.79,7623.26,7610.67,7515.54,7337.76,7439.74,1049.09,1011.86,922.79,85.58,34.9,50.67,91.48%,90.42%
2012/12/7,7640.25,7672.92,7631.63,7642.26,7623.09,7547.17,7355.21,7440.8,908.4,943.57,928.67,92.75,46.47,46.28,90.70%,90.51%
